GO.Term.Accession,HGNC.symbol
GO:0010212,CYP17A1
GO:0021766,CYP17A1
GO:0030325,CYP17A1
GO:0019825,CYP17A1
GO:0042446,CYP17A1
GO:0051591,CYP17A1
GO:0034097,CYP17A1
GO:0071236,CYP17A1
GO:0006694,CYP17A1
GO:0071222,CYP17A1
GO:0016705,CYP17A1
GO:0043025,CYP17A1
GO:0042493,CYP17A1
GO:0009635,CYP17A1
GO:0005506,CYP17A1
GO:0044281,CYP17A1
GO:0005783,CYP17A1
GO:0055114,CYP17A1
GO:0020037,CYP17A1
GO:0005789,CYP17A1
GO:0005739,CYP17A1
GO:0030424,CYP17A1
GO:0014070,CYP17A1
GO:0043231,CYP17A1
GO:0042995,CYP17A1
GO:0006082,CYP17A1
GO:0009636,CYP17A1
GO:0034698,CYP17A1
GO:0010033,CYP17A1
GO:0008584,CYP17A1
GO:0005515,IGLV2-23
GO:0016021,DNAJB12
,ST5
GO:0045786,RNF167
GO:0012505,RNF167
GO:0000209,RNF167
GO:0004842,RNF167
GO:0046872,RNF167
GO:0005737,RNF167
GO:0008270,RNF167
GO:0005515,RNF167
GO:0016021,RNF167
,DNAJB12
GO:0005515,IGLV3-22
GO:1902225,SPINK13
GO:0004867,SPINK13
GO:0005576,SPINK13
GO:0005515,SPINK13
,RNF167
,GANAB
GO:0032797,IGHMBP2
GO:0032575,IGHMBP2
GO:0008186,IGHMBP2
GO:0032508,IGHMBP2
GO:0008219,IGHMBP2
GO:0043141,IGHMBP2
GO:0043022,IGHMBP2
GO:0030426,IGHMBP2
GO:0003678,IGHMBP2
GO:0008094,IGHMBP2
GO:0008134,IGHMBP2
GO:0017111,IGHMBP2
GO:0030529,IGHMBP2
GO:0006260,IGHMBP2
GO:0006310,IGHMBP2
GO:0006281,IGHMBP2
GO:0003697,IGHMBP2
GO:0000049,IGHMBP2
GO:0006355,IGHMBP2
GO:0016787,IGHMBP2
GO:0006412,IGHMBP2
GO:0051260,IGHMBP2
GO:0003677,IGHMBP2
GO:0003676,IGHMBP2
GO:0030424,IGHMBP2
GO:0005737,IGHMBP2
GO:0005524,IGHMBP2
GO:0008270,IGHMBP2
GO:0006351,IGHMBP2
GO:0005515,IGHMBP2
GO:0005634,IGHMBP2
GO:0003723,IGHMBP2
GO:0000166,IGHMBP2
,PROC
GO:0005578,PRSS36
GO:0003824,PRSS36
GO:0004252,PRSS36
GO:0005737,PRSS36
GO:0006508,PRSS36
,IGHMBP2
GO:2000016,DDIT3
GO:0043620,DDIT3
GO:0006986,DDIT3
GO:0006987,DDIT3
GO:0032757,DDIT3
GO:0044324,DDIT3
GO:0006983,DDIT3
GO:0042789,DDIT3
GO:0070059,DDIT3
GO:0034976,DDIT3
GO:0030968,DDIT3
GO:0005770,DDIT3
GO:0044267,DDIT3
GO:0001955,DDIT3
GO:0051209,DDIT3
GO:0043161,DDIT3
GO:0043525,DDIT3
GO:0045662,DDIT3
GO:0045454,DDIT3
GO:0090090,DDIT3
GO:0008134,DDIT3
GO:0007050,DDIT3
GO:0016055,DDIT3
GO:0005654,DDIT3
GO:0043565,DDIT3
GO:0006355,DDIT3
GO:0043433,DDIT3
GO:0045892,DDIT3
GO:0006974,DDIT3
GO:0003677,DDIT3
GO:0045893,DDIT3
GO:0045944,DDIT3
GO:0005515,DDIT3
GO:0003714,DDIT3
GO:0003700,DDIT3
GO:0005634,DDIT3
GO:0005515,IGLV3-21
,TDRKH
GO:0005515,IGLV3-19
GO:0006915,DDIT3
GO:0042594,DDIT3
GO:0005515,IGLV2-18
GO:0007165,TSPAN6
GO:0004871,TSPAN6
GO:0043123,TSPAN6
GO:0016021,TSPAN6
GO:0019898,FRMD5
GO:0008092,FRMD5
GO:0005856,FRMD5
GO:0005737,FRMD5
GO:0005515,FRMD5
GO:0008150,FRMD5
GO:0005575,FRMD5
GO:0003674,FRMD5
GO:0016021,FRMD5
GO:0005515,IGLV3-16
GO:0046527,ALG6
GO:0006488,ALG6
GO:0018279,ALG6
GO:0043687,ALG6
GO:0044267,ALG6
GO:0006487,ALG6
GO:0016758,ALG6
GO:0005789,ALG6
GO:0005575,ALG6
GO:0016021,ALG6
,PRSS36
GO:0006045,GNE
GO:0006054,GNE
GO:0046380,GNE
GO:0008761,GNE
GO:0009103,GNE
GO:0009384,GNE
GO:0006047,GNE
GO:0007155,GNE
GO:0016787,GNE
GO:0005829,GNE
GO:0046872,GNE
GO:0005737,GNE
GO:0005524,GNE
GO:0005515,GNE
,ALG6
GO:0005251,KCNC2
GO:0006112,KCNC2
GO:0001508,KCNC2
GO:0050796,KCNC2
GO:0007268,KCNC2
GO:0008076,KCNC2
GO:0051260,KCNC2
GO:0044281,KCNC2
GO:0006811,KCNC2
GO:0016020,KCNC2
GO:0055085,KCNC2
GO:0005515,KCNC2
GO:0005886,KCNC2
GO:0005216,KCNC2
GO:0005515,IGLV2-14
GO:0031175,EFHD1
GO:0005743,EFHD1
GO:0005509,EFHD1
GO:0006325,HMGN2
GO:0031492,HMGN2
GO:0000785,HMGN2
GO:0006355,HMGN2
GO:0003677,HMGN2
GO:0005737,HMGN2
GO:0005634,HMGN2
,C10orf32
GO:0005515,IGLV3-12
GO:0016192,TRAPPC6B
GO:0005794,TRAPPC6B
GO:0005783,TRAPPC6B
GO:0005515,TRAPPC6B
GO:0005515,LINGO4
GO:0016021,LINGO4
GO:0007219,DLK1
GO:0005615,DLK1
GO:0007275,DLK1
GO:0005509,DLK1
GO:0003674,DLK1
GO:0016021,DLK1
GO:0009790,DLK1
GO:0030154,DLK1
,EPG5
GO:0005739,EFHD1
GO:0005515,IGLV2-11
,C7orf61
,EFHD1
GO:0061025,VTI1B
GO:0031201,VTI1B
GO:0005765,VTI1B
GO:0006904,VTI1B
GO:0016192,VTI1B
GO:0006886,VTI1B
GO:0031902,VTI1B
GO:0005794,VTI1B
GO:0048471,VTI1B
GO:0016020,VTI1B
GO:0008283,VTI1B
GO:0005515,VTI1B
GO:0016021,VTI1B
GO:0006355,ZNF324
GO:0005622,ZNF324
GO:0003677,ZNF324
GO:0046872,ZNF324
GO:0003676,ZNF324
GO:0006351,ZNF324
GO:0005634,ZNF324
,VTI1B
GO:0014066,C3orf58
GO:0030137,C3orf58
GO:0060038,C3orf58
GO:0030126,C3orf58
GO:0005615,C3orf58
GO:0000139,C3orf58
,TRAPPC6B
GO:0005515,IGLV3-10
GO:0004867,SPINK7
GO:0005576,SPINK7
GO:0005515,SPINK7
GO:0046811,SKI
GO:0043585,SKI
GO:0032926,SKI
GO:0048870,SKI
GO:0010626,SKI
GO:0070207,SKI
GO:0060325,SKI
GO:0030177,SKI
GO:0048741,SKI
GO:0045668,SKI
GO:0060349,SKI
GO:0022011,SKI
GO:0060021,SKI
GO:0046332,SKI
GO:0014902,SKI
GO:0009948,SKI
GO:0002089,SKI
GO:0030326,SKI
GO:0016604,SKI
GO:0048147,SKI
GO:0060395,SKI
GO:0030509,SKI
GO:0048593,SKI
GO:0070491,SKI
GO:0030514,SKI
GO:0017053,SKI
GO:0030512,SKI
GO:0007179,SKI
GO:0043388,SKI
GO:0001843,SKI
GO:0060041,SKI
GO:0035019,SKI
GO:0006367,SKI
GO:0019901,SKI
GO:0005813,SKI
GO:0005654,SKI
GO:0003682,SKI
GO:0010467,SKI
GO:0043010,SKI
GO:0031625,SKI
GO:0016605,SKI
GO:0019904,SKI
GO:0042981,SKI
GO:0021772,SKI
GO:0008285,SKI
GO:0005737,SKI
GO:0008270,SKI
GO:0045944,SKI
GO:0008283,SKI
GO:0006351,SKI
GO:0005667,SKI
GO:0005515,SKI
GO:0003714,SKI
GO:0000122,SKI
GO:0005634,SKI
GO:0000166,SKI
GO:0031064,SKI
GO:0005796,PROC
GO:0017187,PROC
GO:0005788,PROC
GO:0030195,PROC
GO:0043687,PROC
GO:0044267,PROC
GO:0050900,PROC
GO:0008233,PROC
GO:0007596,PROC
GO:0003824,PROC
GO:0004252,PROC
GO:0043066,PROC
GO:0005509,PROC
GO:0005576,PROC
GO:0006508,PROC
GO:0005515,PROC
GO:0005886,PROC
,C3orf58
GO:0016772,PKMYT1
GO:0004713,PKMYT1
GO:0006468,PKMYT1
GO:0004672,PKMYT1
GO:0004674,PKMYT1
GO:0005737,PKMYT1
GO:0005524,PKMYT1
GO:0005634,PKMYT1
GO:0004930,MRGPRD
GO:0007186,MRGPRD
GO:0005886,MRGPRD
GO:0016021,MRGPRD
,FAM196B
,ACTG2
GO:0007259,STAT4
GO:0019221,STAT4
GO:0006468,STAT4
GO:0007165,STAT4
GO:0043565,STAT4
GO:0006355,STAT4
GO:0004871,STAT4
GO:0005509,STAT4
GO:0005737,STAT4
GO:0045944,STAT4
GO:0008283,STAT4
GO:0006351,STAT4
GO:0005515,STAT4
GO:0003700,STAT4
GO:0005634,STAT4
GO:0000966,PIWIL2
GO:0043186,PIWIL2
GO:0060903,PIWIL2
GO:0034584,PIWIL2
GO:0033391,PIWIL2
GO:0071546,PIWIL2
GO:0043046,PIWIL2
GO:0034587,PIWIL2
GO:0005844,PIWIL2
GO:0030718,PIWIL2
GO:0007126,PIWIL2
GO:0045727,PIWIL2
GO:0048477,PIWIL2
GO:0003729,PIWIL2
GO:0031047,PIWIL2
GO:0007283,PIWIL2
GO:0007275,PIWIL2
GO:0003676,PIWIL2
GO:0005737,PIWIL2
GO:0005515,PIWIL2
GO:0006970,TSC22D4
GO:0006355,TSC22D4
GO:0045892,TSC22D4
GO:0005737,TSC22D4
GO:0006351,TSC22D4
GO:0005515,TSC22D4
GO:0003700,TSC22D4
GO:0005634,TSC22D4
GO:0003677,STAT4
GO:0071310,STAT4
GO:0000082,PKMYT1
GO:0000079,PKMYT1
GO:0010923,PKMYT1
GO:0000086,PKMYT1
GO:0051726,PKMYT1
GO:0005654,PKMYT1
GO:0000278,PKMYT1
GO:0007088,PKMYT1
GO:0016301,PKMYT1
GO:0005794,PKMYT1
GO:0005783,PKMYT1
GO:0007067,PKMYT1
GO:0000139,PKMYT1
GO:0016020,PKMYT1
GO:0046872,PKMYT1
GO:0005789,PKMYT1
GO:0005515,PKMYT1
GO:0044212,FOXI1
GO:0009790,FOXI1
GO:0008301,FOXI1
GO:0043565,FOXI1
GO:0042472,FOXI1
GO:0006355,FOXI1
GO:0045944,FOXI1
GO:0006351,FOXI1
GO:0003700,FOXI1
GO:0005634,FOXI1
GO:0045893,FOXI1
GO:0005739,CMC4
GO:0008283,CMC4
GO:0016805,PEPD
GO:0006520,PEPD
GO:0004181,PEPD
GO:0030145,PEPD
GO:0030574,PEPD
GO:0004177,PEPD
GO:0006508,PEPD
GO:0008233,PEPD
GO:0006337,SUPT16H
GO:0050434,SUPT16H
GO:0032786,SUPT16H
GO:0006368,SUPT16H
GO:0006260,SUPT16H
GO:0005654,SUPT16H
GO:0010467,SUPT16H
GO:0016032,SUPT16H
GO:0006281,SUPT16H
GO:0005694,SUPT16H
GO:0006366,SUPT16H
GO:0005515,SUPT16H
GO:0006396,CRNKL1
GO:0006397,CRNKL1
GO:0005622,CRNKL1
GO:0005515,CRNKL1
GO:0005634,CRNKL1
,TSC22D4
GO:0006968,CCR9
GO:0016493,CCR9
GO:0004950,CCR9
GO:0070098,CCR9
GO:0007204,CCR9
GO:0006935,CCR9
GO:0006955,CCR9
GO:0004930,CCR9
GO:0007186,CCR9
GO:0005887,CCR9
GO:0005886,CCR9
GO:0016021,CCR9
GO:0005515,CCR9
GO:0005227,TRPM4
GO:0002724,TRPM4
GO:0002407,TRPM4
GO:0005262,TRPM4
GO:0090263,TRPM4
GO:0016925,TRPM4
GO:0005516,TRPM4
GO:0008284,TRPM4
GO:0005794,TRPM4
GO:0005783,TRPM4
GO:0006811,TRPM4
GO:0016020,TRPM4
GO:0055085,TRPM4
GO:0005524,TRPM4
GO:0005886,TRPM4
GO:0005216,TRPM4
GO:0016021,TRPM4
GO:0070588,TRPM4
GO:0006816,TRPM4
GO:0032449,CARD10
GO:0030159,CARD10
GO:0007250,CARD10
GO:0006461,CARD10
GO:0005622,CARD10
GO:0042981,CARD10
GO:0005737,CARD10
GO:0005515,CARD10
GO:0010498,SOCS6
GO:0050868,SOCS6
GO:0009968,SOCS6
GO:0007259,SOCS6
GO:0001772,SOCS6
GO:0006952,SOCS6
GO:0040008,SOCS6
GO:0035556,SOCS6
GO:0016567,SOCS6
GO:0005737,SOCS6
GO:0005515,SOCS6
GO:0071013,CRNKL1
GO:0016607,CRNKL1
GO:0000245,CRNKL1
GO:0005681,CRNKL1
GO:0000398,CRNKL1
GO:0005737,CRNKL1
GO:0003723,CRNKL1
GO:0006355,ZNF446
GO:0005622,ZNF446
GO:0003677,ZNF446
GO:0046872,ZNF446
GO:0003676,ZNF446
GO:0006351,ZNF446
GO:0003700,ZNF446
GO:0005634,ZNF446
,SUPT16H
GO:0007049,PKMYT1
GO:0016992,LIAS
GO:0051536,LIAS
GO:0001843,LIAS
GO:0009107,LIAS
GO:0032496,LIAS
GO:0006979,LIAS
GO:0003824,LIAS
GO:0051539,LIAS
GO:0006954,LIAS
GO:0046872,LIAS
GO:0005739,LIAS
GO:0051493,CRIPAK
GO:0043627,CRIPAK
GO:0006469,CRIPAK
GO:0033147,CRIPAK
GO:0005783,CRIPAK
GO:0005737,CRIPAK
GO:0005515,CRIPAK
GO:0005886,CRIPAK
GO:0005634,CRIPAK
,CCR9
GO:0004930,MRGPRF
GO:0007186,MRGPRF
GO:0005886,MRGPRF
GO:0016021,MRGPRF
GO:0019083,RPL29
GO:0006415,RPL29
GO:0000184,RPL29
GO:0006413,RPL29
GO:0019058,RPL29
GO:0006414,RPL29
GO:0006614,RPL29
GO:0044267,RPL29
GO:0022625,RPL29
GO:0016071,RPL29
GO:0016070,RPL29
GO:0010467,RPL29
GO:0016032,RPL29
GO:0007566,RPL29
GO:0005840,RPL29
GO:0006412,RPL29
GO:0003735,RPL29
GO:0008201,RPL29
GO:0005622,RPL29
GO:0005829,RPL29
GO:0003723,RPL29
,PKMYT1
GO:0006357,ZNF446
GO:0000981,ZNF446
GO:0006366,ZNF446
,MRGPRF
GO:0043467,NKX1-1
GO:0050877,NKX1-1
GO:0043565,NKX1-1
GO:0006355,NKX1-1
GO:0003677,NKX1-1
GO:0003700,NKX1-1
GO:0008150,NKX1-1
GO:0005634,NKX1-1
GO:0010906,NKX1-1
GO:0006629,NKX1-1
,PEPD
,C5orf58
GO:0070095,PFKL
GO:0070061,PFKL
GO:0030388,PFKL
GO:0051259,PFKL
GO:0046676,PFKL
GO:0006002,PFKL
GO:0005945,PFKL
GO:0003872,PFKL
GO:0009749,PFKL
GO:0051289,PFKL
GO:0042802,PFKL
GO:0006006,PFKL
GO:0006096,PFKL
GO:0005975,PFKL
GO:0044281,PFKL
GO:0005829,PFKL
GO:0046872,PFKL
GO:0019900,PFKL
GO:0005737,PFKL
GO:0005524,PFKL
GO:0005515,PFKL
GO:0048029,PFKL
,GTSCR1
,CARD10
GO:0005515,SPINK9
GO:0006936,ACTG2
GO:0071944,ACTG2
GO:0005856,ACTG2
GO:0005829,ACTG2
GO:0005524,ACTG2
GO:0004867,SPINK9
GO:0005576,SPINK9
GO:0005515,SEMA3B
GO:0030672,SYT10
GO:0006950,SYT10
GO:0008021,SYT10
GO:0046982,SYT10
GO:0030054,SYT10
GO:0016020,SYT10
GO:0046872,SYT10
GO:0005215,SYT10
GO:0042803,SYT10
GO:0005515,SYT10
GO:0016021,SYT10
GO:0042802,SYT10
,FAM53A
,SYT10
GO:0005737,ACTG2
GO:0005634,FAM53A
GO:0003713,PDLIM1
GO:0001666,PDLIM1
GO:0006355,PDLIM1
GO:0005856,PDLIM1
GO:0006979,PDLIM1
GO:0005737,PDLIM1
GO:0008270,PDLIM1
GO:0005667,PDLIM1
GO:0005515,PDLIM1
GO:0006914,EPG5
GO:0016301,C9orf96
GO:0030509,FSTL1
GO:0008201,FSTL1
GO:0005615,FSTL1
GO:0005509,FSTL1
GO:0005576,FSTL1
GO:0005515,FSTL1
GO:0003677,MBD6
GO:0005634,MBD6
GO:0031274,CDC42EP1
GO:0007266,CDC42EP1
GO:0008360,CDC42EP1
GO:0015629,CDC42EP1
GO:0012505,CDC42EP1
GO:0005794,CDC42EP1
GO:0005737,CDC42EP1
GO:0005515,CDC42EP1
GO:0005886,CDC42EP1
,FSTL1
GO:0034146,DUSP7
GO:0038124,DUSP7
GO:0038123,DUSP7
GO:0035666,DUSP7
GO:0034134,DUSP7
GO:0048011,DUSP7
GO:0034162,DUSP7
GO:0034142,DUSP7
GO:0017017,DUSP7
GO:0051403,DUSP7
GO:0034166,DUSP7
GO:0034138,DUSP7
GO:0002756,DUSP7
GO:0002755,DUSP7
GO:0043407,DUSP7
GO:0000188,DUSP7
GO:0016311,DUSP7
GO:0002224,DUSP7
GO:0035335,DUSP7
GO:0006470,DUSP7
GO:0005654,DUSP7
GO:0016791,DUSP7
GO:0008138,DUSP7
GO:0004725,DUSP7
GO:0005829,DUSP7
GO:0045087,DUSP7
GO:0005515,DUSP7
GO:0030133,CDK16
GO:0030252,CDK16
GO:0061178,CDK16
GO:0016772,CDK16
GO:0031175,CDK16
GO:0004693,CDK16
GO:0006887,CDK16
GO:0031234,CDK16
GO:0043005,CDK16
GO:0004713,CDK16
GO:0006468,CDK16
GO:0008021,CDK16
GO:0004672,CDK16
GO:0030054,CDK16
GO:0007283,CDK16
GO:0004674,CDK16
GO:0005737,CDK16
GO:0005524,CDK16
GO:0005515,CDK16
GO:0051965,CBLN2
GO:0005615,CBLN2
GO:0005515,CBLN2
GO:0071889,SYNPO2
GO:0030018,SYNPO2
GO:0051371,SYNPO2
GO:0015629,SYNPO2
GO:0003779,SYNPO2
GO:0005515,SYNPO2
GO:0005634,SYNPO2
GO:0047747,SLC27A5
GO:0015911,SLC27A5
GO:0015245,SLC27A5
GO:0009925,SLC27A5
GO:0008206,SLC27A5
GO:0006642,SLC27A5
GO:0046951,SLC27A5
GO:0032403,SLC27A5
GO:0043234,SLC27A5
GO:0043231,SLC27A5
,ANXA2R
GO:0097310,CMTR2
GO:0004483,CMTR2
GO:0032259,CMTR2
GO:0006370,CMTR2
GO:0008168,CMTR2
GO:0005737,CMTR2
GO:0005634,CMTR2
GO:0016021,CMTR2
,NUDCD3
,PRR16
,PFKL
GO:0050953,GPR98
GO:0048496,GPR98
GO:0002142,GPR98
GO:0017022,GPR98
GO:0050877,GPR98
GO:0060122,GPR98
GO:0007166,GPR98
GO:0004888,GPR98
GO:0007605,GPR98
GO:0007399,GPR98
GO:0016337,GPR98
GO:0045494,GPR98
GO:0050910,GPR98
GO:0007601,GPR98
GO:0007218,GPR98
GO:0007186,GPR98
GO:0009986,GPR98
GO:0016020,GPR98
GO:0005509,GPR98
GO:0005737,GPR98
GO:0005515,GPR98
GO:0005886,GPR98
GO:0048839,GPR98
,CMTR2
GO:0030895,A1CF
GO:0016556,A1CF
GO:0016554,A1CF
GO:0050821,A1CF
GO:0006397,A1CF
GO:0005654,A1CF
GO:0010467,A1CF
GO:0003727,A1CF
GO:0005783,A1CF
GO:0003676,A1CF
GO:0005737,A1CF
GO:0005515,A1CF
GO:0003723,A1CF
GO:0000166,A1CF
,MORN1
GO:0015721,SLC27A5
GO:0000038,SLC27A5
GO:0006699,SLC27A5
GO:0031957,SLC27A5
GO:0008152,SLC27A5
GO:0030176,SLC27A5
GO:0003824,SLC27A5
GO:0044281,SLC27A5
GO:0005783,SLC27A5
GO:0005789,SLC27A5
GO:0005524,SLC27A5
GO:0015908,SLC27A5
GO:0003682,MBD6
GO:0005694,MBD6
GO:0014065,NYAP1
GO:0048812,NYAP1
GO:0005515,NYAP1
GO:0016936,LGALS2
GO:0030246,LGALS2
,RPS6KA1
GO:0007267,SEMA3B
GO:0004872,SEMA3B
GO:0005783,SEMA3B
GO:0016020,SEMA3B
GO:0007275,SEMA3B
GO:0007411,SEMA3B
GO:0005576,SEMA3B
GO:0048011,ITGB3BP
GO:0097190,ITGB3BP
GO:0034080,ITGB3BP
GO:0008022,ITGB3BP
GO:0000777,ITGB3BP
GO:0043065,ITGB3BP
GO:0005654,ITGB3BP
GO:0006334,ITGB3BP
GO:0007165,ITGB3BP
GO:0000278,ITGB3BP
GO:0007155,ITGB3BP
GO:0006355,ITGB3BP
GO:0004871,ITGB3BP
GO:0007067,ITGB3BP
GO:0005829,ITGB3BP
GO:0016020,ITGB3BP
GO:0005737,ITGB3BP
GO:0006351,ITGB3BP
GO:0005634,ITGB3BP
,MBD6
GO:0005740,SLC25A14
GO:0006810,SLC25A14
GO:0016021,SLC25A14
GO:0004872,PAQR4
GO:0016021,PAQR4
GO:0005515,DMWD
GO:0005547,CYTH3
GO:0090162,CYTH3
GO:0048193,CYTH3
GO:0030155,CYTH3
GO:0031234,CYTH3
GO:0032012,CYTH3
GO:0005086,CYTH3
GO:0001726,CYTH3
GO:0045785,CYTH3
GO:0005829,CYTH3
GO:0005886,CYTH3
GO:0005737,CYTH3
GO:0005515,CYTH3
GO:0032862,GPR65
GO:0030819,GPR65
GO:0010447,GPR65
GO:0051496,GPR65
GO:0031532,GPR65
GO:0006955,GPR65
GO:0004930,GPR65
GO:0007186,GPR65
GO:0007275,GPR65
GO:0006915,GPR65
GO:0005887,GPR65
GO:0005886,GPR65
GO:0016021,GPR65
GO:0007399,SEMA3D
GO:0004872,SEMA3D
GO:0016020,SEMA3D
GO:0007275,SEMA3D
GO:0030154,SEMA3D
GO:0005576,SEMA3D
GO:0005515,SEMA3D
GO:0007126,DMWD
GO:0005575,DMWD
GO:0003674,DMWD
,DMWD
GO:0006355,ZBTB45
GO:0003677,ZBTB45
GO:0046872,ZBTB45
GO:0006351,ZBTB45
GO:0005515,ZBTB45
GO:0005634,ZBTB45
,ZBTB45
GO:0046872,RNF38
GO:0008270,RNF38
GO:0005515,RNF38
GO:0036126,RNF38
GO:0008584,RNF38
GO:0071207,SLBP
GO:0033260,SLBP
GO:0071208,SLBP
GO:0008334,SLBP
GO:0006369,SLBP
GO:0071204,SLBP
GO:0031124,SLBP
GO:0006398,SLBP
GO:0006406,SLBP
GO:0030529,SLBP
GO:0003729,SLBP
GO:0051028,SLBP
GO:0005654,SLBP
GO:0010467,SLBP
GO:0006366,SLBP
GO:0005829,SLBP
GO:0005737,SLBP
GO:0005515,SLBP
GO:0005634,SLBP
GO:0034329,CLDN9
GO:0016338,CLDN9
GO:0045216,CLDN9
GO:0070830,CLDN9
GO:0042802,CLDN9
GO:0005923,CLDN9
GO:0005198,CLDN9
GO:0005886,CLDN9
GO:0016021,CLDN9
,PNN
GO:0009378,NVL
GO:0017111,NVL
GO:0006310,NVL
GO:0006281,NVL
GO:0016887,NVL
GO:0016301,NVL
GO:0005524,NVL
GO:0000166,NVL
GO:0005515,IGLV3-9
GO:0006886,
GO:0030023,EMILIN2
GO:0005581,EMILIN2
GO:0007155,EMILIN2
GO:0005576,EMILIN2
GO:0005515,EMILIN2
GO:0008150,EMILIN2
,LINC00696
GO:0072539,RORC
GO:0048537,RORC
GO:0030522,RORC
GO:0043401,RORC
GO:0048535,RORC
GO:0033077,RORC
GO:0004879,RORC
GO:0003707,RORC
GO:0006367,RORC
GO:0006468,RORC
GO:0005654,RORC
GO:0010467,RORC
GO:0043565,RORC
GO:0006355,RORC
GO:0003677,RORC
GO:0008270,RORC
GO:0005515,RORC
GO:0003700,RORC
GO:0005634,RORC
GO:0048169,NETO1
GO:0008542,NETO1
GO:0060076,NETO1
GO:0014069,NETO1
GO:0045211,NETO1
GO:0007613,NETO1
GO:0030054,NETO1
GO:0005576,NETO1
GO:0005515,NETO1
GO:0016021,NETO1
,NETO1
GO:0016338,CLDN6
GO:0042802,CLDN6
GO:0005923,CLDN6
GO:0005198,CLDN6
GO:0005886,CLDN6
GO:0016021,CLDN6
GO:0005515,CLDN6
,SLBP
GO:0000981,ZNF131
GO:0005634,ZNF131
GO:0016020,CLDN6
GO:0016043,DIAPH3
GO:0005488,DIAPH3
GO:0017048,DIAPH3
GO:0030036,DIAPH3
GO:0003779,DIAPH3
GO:0005829,DIAPH3
GO:0007283,DIAPH3
GO:0005634,DIAPH3
GO:0005737,DIAPH3
GO:0005515,IGLV2-8
GO:0005515,IGLV4-3
GO:0005622,RSPH6A
GO:0016235,NVL
GO:0005730,NVL
GO:0005737,NVL
GO:0005634,NVL
GO:0018095,TTLL4
GO:0006464,TTLL4
,RSPH6A
GO:0007072,SIRT7
GO:0005731,SIRT7
GO:0070932,SIRT7
GO:0009303,SIRT7
GO:0097372,SIRT7
GO:0070403,SIRT7
GO:0003682,SIRT7
GO:0005730,SIRT7
GO:0046872,SIRT7
GO:0005737,SIRT7
GO:0005515,SIRT7
GO:0000122,SIRT7
GO:0031966,SLC25A14
GO:0006839,SLC25A14
GO:0009060,SLC25A14
GO:0005743,SLC25A14
GO:0005739,SLC25A14
GO:0005887,SLC25A14
GO:0071013,PNN
GO:0035145,PNN
GO:0030057,PNN
GO:0016607,PNN
GO:0005911,PNN
GO:0000398,PNN
GO:0007155,PNN
GO:0006355,PNN
GO:0005882,PNN
GO:0003677,PNN
GO:0005198,PNN
GO:0005737,PNN
GO:0006351,PNN
GO:0005886,PNN
GO:0005634,PNN
GO:0005515,IGLV3-1
GO:0015631,TTLL4
GO:0006879,TTC7A
GO:0030097,TTC7A
GO:0005515,TTC7A
GO:0047708,BTD
GO:0043204,BTD
GO:0006768,BTD
GO:0045177,BTD
GO:0005730,BTD
GO:0070537,BRCC3
GO:0000152,BRCC3
GO:0070536,BRCC3
GO:0070552,BRCC3
GO:0070531,BRCC3
GO:0045739,BRCC3
GO:0031593,BRCC3
GO:0031572,BRCC3
GO:0004843,BRCC3
GO:0000151,BRCC3
GO:0030234,BRCC3
GO:0050790,BRCC3
GO:0010212,BRCC3
GO:0006302,BRCC3
GO:0010165,BRCC3
GO:0008237,BRCC3
GO:0004221,BRCC3
GO:0046872,BRCC3
GO:0006508,BRCC3
GO:0005515,BRCC3
GO:0005634,BRCC3
GO:0005244,KCNK10
GO:0005267,KCNK10
GO:0007268,KCNK10
GO:0006810,KCNK10
GO:0007165,KCNK10
GO:0005886,KCNK10
GO:0016021,KCNK10
GO:0030154,RORC
GO:0046632,RORC
,BTD
GO:0006931,TNFRSF12A
GO:0045773,TNFRSF12A
GO:0008219,TNFRSF12A
GO:0001726,TNFRSF12A
GO:0009986,TNFRSF12A
GO:0005886,TNFRSF12A
GO:0090002,PACSIN1
GO:1900006,PACSIN1
GO:0048812,PACSIN1
GO:0048488,PACSIN1
GO:0030137,PACSIN1
GO:0048666,PACSIN1
GO:0043679,PACSIN1
GO:0097320,PACSIN1
GO:0045806,PACSIN1
GO:0045202,PACSIN1
GO:0032587,PACSIN1
GO:0030659,PACSIN1
GO:0005543,PACSIN1
GO:0007015,PACSIN1
GO:0008092,PACSIN1
GO:0072657,PACSIN1
GO:0030054,PACSIN1
GO:0048471,PACSIN1
GO:0005829,PACSIN1
GO:0005737,PACSIN1
GO:0005515,PACSIN1
GO:0005886,PACSIN1
GO:0005932,TTLL4
GO:0005929,TTLL4
GO:0016874,TTLL4
GO:0005737,TTLL4
GO:0006955,IGLL5
GO:0050776,IGLL5
GO:0045087,IGLL5
GO:0038096,IGLL5
GO:0038095,IGLL5
GO:0006958,IGLL5
GO:0006956,IGLL5
GO:0005576,IGLL5
GO:0003823,IGLL5
GO:0005515,IGLL5
GO:0005886,IGLL5
GO:0005515,ZNF131
GO:0016020,KCNK10
GO:0016810,BTD
GO:0016811,BTD
GO:0006807,BTD
GO:2001238,TNFRSF12A
GO:0006928,TNFRSF12A
GO:0001525,TNFRSF12A
GO:0007275,TNFRSF12A
GO:0006915,TNFRSF12A
GO:0005515,TNFRSF12A
GO:0016021,TNFRSF12A
GO:0007155,TNFRSF12A
