GO.Term.Accession,HGNC.symbol
GO:0004833,IDO1
GO:0033555,IDO1
GO:0007610,IDO1
GO:0043065,IDO1
GO:0032496,IDO1
GO:0046007,IDO1
GO:0020037,IDO1
GO:0070539,PPARD
GO:0030522,PPARD
GO:0043401,PPARD
GO:0006091,PPARD
GO:0005504,PPARD
GO:0008366,PPARD
GO:0051546,PPARD
GO:0097190,PPARD
GO:0006635,PPARD
GO:0042640,PPARD
GO:0015908,PPARD
GO:0031589,PPARD
GO:0014068,PPARD
GO:0015758,PPARD
GO:0046697,PPARD
GO:0009062,PPARD
GO:0008144,PPARD
GO:0043616,PPARD
GO:0004879,PPARD
GO:0042060,PPARD
GO:0050680,PPARD
GO:0006006,PPARD
GO:0003707,PPARD
GO:0006367,PPARD
GO:0006357,PPARD
GO:0005654,PPARD
GO:0010467,PPARD
GO:0043565,PPARD
GO:0008284,PPARD
GO:0008203,PPARD
GO:0006355,PPARD
GO:0006629,PPARD
GO:0007566,PPARD
GO:0008289,PPARD
GO:0045892,PPARD
GO:0060612,PPARD
GO:0045600,PPARD
GO:0003677,PPARD
GO:0045893,PPARD
GO:0030154,PPARD
GO:0008270,PPARD
GO:0008283,PPARD
GO:0005515,PPARD
GO:0003700,PPARD
GO:0000122,PPARD
GO:0005634,PPARD
GO:0051019,MICALCL
GO:0005737,MICALCL
GO:0004984,OR52B4
GO:0004930,OR52B4
GO:0007186,OR52B4
GO:0005886,OR52B4
GO:0016021,OR52B4
,FMN1
GO:0050900,ATP1B3
GO:0007596,ATP1B3
GO:0042470,ATP1B3
GO:0006810,ATP1B3
GO:0034220,ATP1B3
GO:0055085,ATP1B3
GO:0005886,ATP1B3
GO:0005515,ATP1B3
GO:0030001,ATP1B3
,TMEM107
GO:0005391,ATP1A3
GO:0045202,ATP1A3
GO:0005794,ATP1A3
GO:0005783,ATP1A3
GO:0034220,ATP1A3
GO:0055085,ATP1A3
GO:0005886,ATP1A3
GO:0050510,CHSY1
GO:0047238,CHSY1
GO:0030206,CHSY1
GO:0030204,CHSY1
GO:0030279,CHSY1
GO:0031667,CHSY1
GO:0030203,CHSY1
GO:0016757,CHSY1
GO:0005975,CHSY1
GO:0032580,CHSY1
GO:0016758,CHSY1
GO:0044281,CHSY1
GO:0000139,CHSY1
GO:0016020,CHSY1
GO:0046872,CHSY1
GO:0005576,CHSY1
GO:0016021,CHSY1
GO:0050714,GOLPH3L
GO:0007030,GOLPH3L
GO:0032588,GOLPH3L
GO:0032580,GOLPH3L
GO:0070273,GOLPH3L
GO:0000139,GOLPH3L
GO:0005515,GOLPH3L
GO:0006334,HIST1H2AI
GO:0000786,HIST1H2AI
GO:0019899,HIST1H2AI
GO:0043565,HIST1H2AI
GO:0046982,HIST1H2AI
GO:0005622,HIST1H2AI
GO:0003677,HIST1H2AI
GO:0005515,HIST1H2AI
GO:0005634,HIST1H2AI
GO:0000083,CCNA1
GO:0000082,CCNA1
GO:0007141,CCNA1
GO:0000079,CCNA1
GO:0000086,CCNA1
GO:0051726,CCNA1
GO:0015630,CCNA1
GO:0019901,CCNA1
GO:0005654,CCNA1
GO:0000278,CCNA1
GO:0007283,CCNA1
GO:0007067,CCNA1
GO:0005829,CCNA1
GO:0005515,CCNA1
GO:0005634,CCNA1
,GOLPH3L
GO:0008236,TPSAB1
GO:0030198,TPSAB1
GO:0031012,TPSAB1
GO:0006952,TPSAB1
GO:0003824,TPSAB1
GO:0022617,TPSAB1
GO:0004252,TPSAB1
GO:0005615,TPSAB1
GO:0005576,TPSAB1
GO:0006508,TPSAB1
GO:0005515,TPSAB1
GO:0006091,RUNX1T1
GO:0051101,RUNX1T1
GO:0016363,RUNX1T1
GO:0042802,RUNX1T1
GO:0006355,RUNX1T1
GO:0045444,RUNX1T1
GO:0003677,RUNX1T1
GO:0046872,RUNX1T1
GO:0042803,RUNX1T1
GO:0006351,RUNX1T1
GO:0005515,RUNX1T1
GO:0003700,RUNX1T1
GO:0005634,RUNX1T1
GO:0009888,FOXJ2
GO:0009790,FOXJ2
GO:0008301,FOXJ2
GO:0007389,FOXJ2
GO:0043565,FOXJ2
GO:0006355,FOXJ2
GO:0005730,FOXJ2
GO:0045893,FOXJ2
GO:0006351,FOXJ2
GO:0003700,FOXJ2
GO:0005634,FOXJ2
GO:0008374,PLA2G15
GO:0006629,PLA2G15
GO:0050321,BRSK1
GO:0031572,BRSK1
GO:0016772,BRSK1
GO:0009411,BRSK1
GO:0007269,BRSK1
GO:0051298,BRSK1
GO:0004713,BRSK1
GO:0006468,BRSK1
GO:0043015,BRSK1
GO:0030010,BRSK1
GO:0008021,BRSK1
GO:0019901,BRSK1
GO:0005813,BRSK1
GO:0030182,BRSK1
GO:0004672,BRSK1
GO:0007409,BRSK1
GO:0006974,BRSK1
GO:0030054,BRSK1
GO:0000287,BRSK1
GO:0004674,BRSK1
GO:0005737,BRSK1
GO:0005524,BRSK1
GO:0005886,BRSK1
GO:0005634,BRSK1
GO:0033754,IDO1
GO:0006569,IDO1
GO:0009055,IDO1
GO:0007565,IDO1
GO:0034641,IDO1
GO:0044281,IDO1
GO:0005829,IDO1
GO:0046872,IDO1
,ATRNL1
GO:0070936,TTC3
GO:0004842,TTC3
GO:0046872,TTC3
GO:0006511,TTC3
GO:0008270,TTC3
GO:0045598,PPARD
GO:0001890,PPARD
GO:0042127,PPARD
GO:0003713,PPARD
GO:0043066,PPARD
GO:0008654,PPARD
GO:0014823,PPARD
GO:0007507,PPARD
GO:0032024,PPARD
GO:0009749,PPARD
GO:0051059,PPARD
GO:0045684,PPARD
GO:0009299,PPARD
GO:0006776,PPARD
GO:0033189,PPARD
GO:0032966,PPARD
GO:0006029,PPARD
GO:0045909,PPARD
GO:0014912,PPARD
GO:0048662,PPARD
GO:0019395,PPARD
GO:0050728,PPARD
GO:0010033,PPARD
GO:0030308,PPARD
GO:2000008,EGF
GO:0090279,EGF
GO:0051048,EGF
GO:0030297,EGF
GO:0021940,EGF
GO:0007171,EGF
GO:1900127,EGF
GO:0035413,EGF
GO:0090370,EGF
GO:0010800,EGF
GO:0042327,EGF
GO:0031093,EGF
GO:0048011,EGF
GO:0042059,EGF
GO:0007262,EGF
GO:0002576,EGF
GO:0070371,EGF
GO:2000060,EGF
GO:0007173,EGF
GO:0048754,EGF
GO:0005765,EGF
GO:0008543,EGF
GO:0043406,EGF
GO:0043388,EGF
GO:0030168,EGF
GO:0007596,EGF
GO:0000186,EGF
GO:0006260,EGF
GO:0048015,EGF
GO:0007165,EGF
GO:0001525,EGF
GO:0008284,EGF
GO:0060749,EGF
GO:0018108,EGF
GO:0005615,EGF
GO:0045840,EGF
GO:0045741,EGF
GO:0008083,EGF
GO:0005154,EGF
GO:0045893,EGF
GO:0005509,EGF
GO:0045087,EGF
GO:0038095,EGF
GO:0005576,EGF
GO:0005515,EGF
GO:0005886,EGF
GO:0016021,EGF
GO:0044326,ATP1A3
GO:0031748,ATP1A3
GO:0044327,ATP1A3
GO:0005515,ATP1A3
GO:0007399,SOX14
GO:0043565,SOX14
GO:0045892,SOX14
GO:0006351,SOX14
GO:0000122,SOX14
GO:0005575,SOX14
GO:0005634,SOX14
GO:0007283,MICALCL
GO:0007275,MICALCL
GO:0030154,MICALCL
GO:0008150,MICALCL
GO:0021532,TMEM107
GO:0042733,TMEM107
GO:0008150,TMEM107
GO:0005575,TMEM107
GO:0003674,TMEM107
GO:0042384,TMEM107
GO:0016021,TMEM107
,TTC40
GO:0005515,IDO1
GO:0005737,IDO1
GO:0006954,IDO1
GO:0036269,IDO1
GO:0042130,IDO1
GO:0005515,BRSK1
GO:0048812,BRSK1
GO:0030449,C4B
GO:0004866,C4B
GO:0005615,C4B
GO:0006954,C4B
GO:0045087,C4B
GO:0006958,C4B
GO:0006956,C4B
GO:0005576,C4B
GO:0005515,C4B
GO:0005886,C4B
GO:0005737,NAA25
GO:0005515,NAA25
GO:0000087,KIF20B
GO:0050699,KIF20B
GO:0007018,KIF20B
GO:0003777,KIF20B
GO:0005819,KIF20B
GO:0007050,KIF20B
GO:0008017,KIF20B
GO:0005813,KIF20B
GO:0005654,KIF20B
GO:0006200,KIF20B
GO:0016887,KIF20B
GO:0007088,KIF20B
GO:0005874,KIF20B
GO:0005730,KIF20B
GO:0007067,KIF20B
GO:0005737,KIF20B
GO:0005524,KIF20B
,ATP1B3
GO:0002115,EFCAB4A
GO:0016021,SERTM1
GO:0090498,HID1
GO:0031001,HID1
GO:0005797,HID1
GO:0000138,HID1
GO:0006886,HID1
GO:0005881,HID1
GO:0005737,HID1
GO:0005515,HID1
GO:0005886,HID1
GO:0050730,EGF
GO:0008375,GCNT6
GO:0006486,GCNT6
GO:0000139,GCNT6
GO:0016020,GCNT6
GO:0016021,GCNT6
GO:0004876,C3AR1
GO:0090023,C3AR1
GO:0010759,C3AR1
GO:0004982,C3AR1
GO:0004943,C3AR1
GO:0008015,C3AR1
GO:0010575,C3AR1
GO:0004435,C3AR1
GO:0007204,C3AR1
GO:0006935,C3AR1
GO:0045766,C3AR1
GO:0004930,C3AR1
GO:0007186,C3AR1
GO:0006954,C3AR1
GO:0005887,C3AR1
GO:0005886,C3AR1
GO:0016021,C3AR1
GO:0097190,DPF2
GO:0005813,DPF2
GO:0006355,DPF2
GO:0043231,DPF2
GO:0046872,DPF2
GO:0006915,DPF2
GO:0005737,DPF2
GO:0008270,DPF2
GO:0006351,DPF2
GO:0005515,DPF2
GO:0005634,DPF2
GO:0008236,TPSD1
GO:0003824,TPSD1
GO:0004252,TPSD1
GO:0005576,TPSD1
GO:0006508,TPSD1
GO:0003713,RFXAP
GO:0003677,RFXAP
GO:0045893,RFXAP
GO:0003700,RFXAP
GO:0005634,RFXAP
GO:0009103,CERCAM
GO:0005788,CERCAM
GO:0007159,CERCAM
GO:0006928,CERCAM
GO:0007155,CERCAM
GO:0005886,CERCAM
,HID1
,TTC3
GO:0005634,C4orf27
GO:0070625,SDF4
GO:0032059,SDF4
GO:0005796,SDF4
GO:0021549,SDF4
GO:0005770,SDF4
GO:0017156,SDF4
GO:0045471,SDF4
GO:0009650,SDF4
GO:0042802,SDF4
GO:0045444,SDF4
GO:0005509,SDF4
GO:0005737,SDF4
GO:0005515,SDF4
GO:0005886,SDF4
GO:0046470,PLA2G15
GO:0004622,PLA2G15
GO:0047499,PLA2G15
GO:0006672,PLA2G15
GO:0009062,PLA2G15
GO:0005764,PLA2G15
GO:0005543,PLA2G15
GO:0005739,PLA2G15
GO:0005576,PLA2G15
GO:0030529,ZRSR1
GO:0046872,ZRSR1
GO:0003676,ZRSR1
GO:0008150,ZRSR1
GO:0005634,ZRSR1
GO:0003723,ZRSR1
GO:0000166,ZRSR1
,PLA2G15
GO:0030154,CCHCR1
GO:0005737,CCHCR1
GO:0005634,CCHCR1
GO:0006333,HIRIP3
GO:0005515,HIRIP3
GO:0005634,HIRIP3
GO:0045171,CEP55
GO:0032154,CEP55
GO:0030496,CEP55
GO:0005813,CEP55
GO:0005814,CEP55
GO:0000281,CEP55
GO:0007067,CEP55
GO:0005515,CEP55
GO:2001137,EHD2
GO:1901741,EHD2
GO:0032456,EHD2
GO:0030866,EHD2
GO:0006897,EHD2
GO:0007596,EHD2
GO:0055038,EHD2
GO:0010008,EHD2
GO:0072659,EHD2
GO:0003924,EHD2
GO:0019904,EHD2
GO:0005525,EHD2
GO:0048471,EHD2
GO:0005509,EHD2
GO:0003676,EHD2
GO:0005524,EHD2
GO:0005515,EHD2
GO:0005886,EHD2
GO:0005634,EHD2
GO:0016020,EHD2
,CEP55
GO:0005515,EFCAB4A
GO:0006421,NARS
GO:0004816,NARS
GO:0006418,NARS
GO:0004812,NARS
GO:0010467,NARS
GO:0005829,NARS
GO:0005739,NARS
GO:0003676,NARS
GO:0005737,NARS
GO:0005524,NARS
GO:0000166,NARS
GO:0034329,CLDN18
GO:0016338,CLDN18
GO:0045216,CLDN18
GO:0070830,CLDN18
GO:0042802,CLDN18
GO:0005923,CLDN18
GO:0005198,CLDN18
GO:0005886,CLDN18
GO:0016021,CLDN18
GO:0006355,SLTM
GO:0006915,SLTM
GO:0003676,SLTM
GO:0006351,SLTM
GO:0005634,SLTM
GO:0003723,SLTM
GO:0000166,SLTM
GO:0007416,PLXND1
GO:0060666,PLXND1
GO:0071526,PLXND1
GO:0045765,PLXND1
GO:0043542,PLXND1
GO:0001569,PLXND1
GO:0030334,PLXND1
GO:0017154,PLXND1
GO:0004872,PLXND1
GO:0007165,PLXND1
GO:0001525,PLXND1
GO:0005622,PLXND1
GO:0016020,PLXND1
GO:0007275,PLXND1
GO:0007411,PLXND1
GO:0005887,PLXND1
GO:0005515,PLXND1
GO:0005886,PLXND1
GO:0032092,PLXND1
GO:0016772,SIK2
GO:0046626,SIK2
GO:0046777,SIK2
GO:0004713,SIK2
GO:0006468,SIK2
GO:0008286,SIK2
GO:0035556,SIK2
GO:0004672,SIK2
GO:0005794,SIK2
GO:0000287,SIK2
GO:0004674,SIK2
GO:0005737,SIK2
GO:0005524,SIK2
GO:0005515,SIK2
GO:0005634,SIK2
GO:0097202,TBC1D10A
GO:0032313,TBC1D10A
GO:0045862,TBC1D10A
GO:0005902,TBC1D10A
GO:0030165,TBC1D10A
GO:0005097,TBC1D10A
GO:0005085,TBC1D10A
GO:0005515,TBC1D10A
GO:0016021,MS4A8
,SLTM
,RUNX1T1
GO:0071678,BCL11B
GO:0010837,BCL11B
GO:0045664,BCL11B
GO:0003382,BCL11B
GO:0043368,BCL11B
GO:0021773,BCL11B
GO:0046632,BCL11B
GO:0033153,BCL11B
GO:0019216,BCL11B
GO:0031077,BCL11B
GO:0003334,BCL11B
GO:0048538,BCL11B
GO:0033077,BCL11B
GO:0001077,BCL11B
GO:0042475,BCL11B
GO:0043066,BCL11B
GO:0046872,BCL11B
GO:0008285,BCL11B
GO:0000978,BCL11B
GO:0045944,BCL11B
GO:0005515,BCL11B
GO:0005634,BCL11B
GO:0005622,BCL11B
GO:0043565,BCL11B
GO:0043588,BCL11B
GO:0007409,BCL11B
GO:0010468,BCL11B
GO:0009791,BCL11B
GO:0021953,BCL11B
GO:0006271,MCM7
GO:0000082,MCM7
GO:0006268,MCM7
GO:0071364,MCM7
GO:0042325,MCM7
GO:0042555,MCM7
GO:0006270,MCM7
GO:0003678,MCM7
GO:0000785,MCM7
GO:0006260,MCM7
GO:0005654,MCM7
GO:0042493,MCM7
GO:0003697,MCM7
GO:0000278,MCM7
GO:0004003,MCM7
GO:0006974,MCM7
GO:0003677,MCM7
GO:0005829,MCM7
GO:0005524,MCM7
GO:0008283,MCM7
GO:0005515,MCM7
GO:0005634,MCM7
,PLXND1
GO:0016772,EPHB6
GO:0048013,EPHB6
GO:0007169,EPHB6
GO:0005003,EPHB6
GO:0004713,EPHB6
GO:0006468,EPHB6
GO:0004672,EPHB6
GO:0005887,EPHB6
GO:0005524,EPHB6
GO:0005515,EPHB6
GO:0071929,ATAT1
GO:0019799,ATAT1
GO:0070507,ATAT1
GO:0048666,ATAT1
,NRM
GO:0060968,HIST1H3H
GO:0007596,HIST1H3H
GO:0005654,HIST1H3H
GO:0006334,HIST1H3H
GO:0000786,HIST1H3H
GO:0046982,HIST1H3H
GO:0003677,HIST1H3H
GO:0005576,HIST1H3H
GO:0005515,HIST1H3H
,DPF2
,EHD2
,UPK3B
GO:0003676,BCL11B
,TMEM182
GO:0005876,TBL1XR1
GO:0000118,TBL1XR1
GO:0042393,TBL1XR1
GO:0047485,TBL1XR1
GO:0008013,TBL1XR1
GO:0043161,TBL1XR1
GO:0044212,TBL1XR1
GO:0016568,TBL1XR1
GO:0017053,TBL1XR1
GO:0007219,TBL1XR1
GO:0005654,TBL1XR1
GO:0060070,TBL1XR1
GO:0045892,TBL1XR1
GO:0044281,TBL1XR1
GO:0044255,TBL1XR1
GO:0045893,TBL1XR1
GO:0045944,TBL1XR1
GO:0006351,TBL1XR1
GO:0005515,TBL1XR1
GO:0003714,TBL1XR1
GO:0000122,TBL1XR1
GO:0005634,TBL1XR1
GO:0003677,TBL1XR1
GO:0043585,GLI3
GO:0048566,GLI3
GO:0070242,GLI3
GO:0061005,GLI3
GO:0060875,GLI3
GO:0060873,GLI3
GO:0060840,GLI3
GO:0060594,GLI3
GO:0060367,GLI3
GO:0060366,GLI3
GO:0060364,GLI3
GO:0046639,GLI3
GO:0046638,GLI3
GO:0032332,GLI3
GO:0022018,GLI3
GO:0021861,GLI3
GO:0021776,GLI3
GO:0021775,GLI3
GO:0007442,GLI3
GO:0001656,GLI3
GO:0042307,GLI3
GO:0021801,GLI3
GO:0016607,GLI3
GO:0045879,GLI3
GO:0035108,GLI3
GO:0016485,GLI3
GO:0030324,GLI3
GO:0008013,GLI3
GO:0060021,GLI3
GO:0045669,GLI3
GO:0033077,GLI3
GO:0009954,GLI3
GO:0060831,GLI3
GO:0045060,GLI3
GO:0048557,GLI3
GO:0048593,GLI3
GO:0021631,GLI3
GO:0042733,GLI3
GO:0035035,GLI3
GO:0021798,GLI3
GO:0017053,GLI3
GO:0009952,GLI3
GO:0048704,GLI3
GO:0001658,GLI3
GO:0007224,GLI3
GO:0045665,GLI3
GO:0042826,GLI3
GO:0090090,GLI3
GO:0048709,GLI3
GO:0048589,GLI3
GO:0030318,GLI3
GO:0002052,GLI3
GO:0001701,GLI3
GO:0043586,GLI3
GO:0003682,GLI3
GO:0043565,GLI3
GO:0005929,GLI3
GO:0005730,GLI3
GO:0045892,GLI3
GO:0043231,GLI3
GO:0007507,GLI3
GO:0042475,GLI3
GO:0043066,GLI3
GO:0005829,GLI3
GO:0046872,GLI3
GO:0045893,GLI3
GO:0008285,GLI3
GO:0007411,GLI3
GO:0016592,GLI3
GO:0005737,GLI3
GO:0045944,GLI3
GO:0006351,GLI3
GO:0005515,GLI3
GO:0003700,GLI3
GO:0000122,GLI3
GO:0072372,GLI3
GO:0005634,GLI3
GO:0021544,GLI3
GO:0060173,GLI3
GO:0045595,GLI3
GO:0048856,GLI3
GO:0048646,GLI3
GO:0035295,GLI3
GO:0021522,GLI3
GO:0021513,GLI3
GO:0048598,GLI3
GO:0021537,GLI3
GO:0001822,GLI3
GO:0048754,GLI3
GO:0048663,GLI3
GO:0045596,GLI3
GO:0030326,GLI3
GO:0007389,GLI3
GO:0021915,GLI3
GO:0042127,GLI3
GO:0007417,GLI3
GO:0030879,GLI3
GO:0030900,GLI3
GO:0021543,GLI3
GO:0010468,GLI3
GO:0009953,GLI3
GO:0043010,GLI3
GO:0006355,GLI3
GO:0042981,GLI3
GO:0048839,GLI3
GO:0007420,GLI3
GO:0043627,GLI3
GO:0042060,GLI3
,MS4A8
GO:0010629,UPK3B
GO:0005886,UPK3B
GO:0016021,UPK3B
GO:0005635,NRM
GO:0005637,NRM
GO:0008150,NRM
GO:0003674,NRM
GO:0016021,NRM
GO:0006334,HIST1H2AJ
GO:0000786,HIST1H2AJ
GO:0043565,HIST1H2AJ
GO:0046982,HIST1H2AJ
GO:0005622,HIST1H2AJ
GO:0003677,HIST1H2AJ
GO:0005634,HIST1H2AJ
GO:0048840,ATG5
GO:0002739,ATG5
GO:1902017,ATG5
GO:0009620,ATG5
GO:0034045,ATG5
GO:0031397,ATG5
GO:0043687,ATG5
GO:0005776,ATG5
GO:0000045,ATG5
GO:0042311,ATG5
GO:0060047,ATG5
GO:0005930,ATG5
GO:0032480,ATG5
GO:0055015,ATG5
GO:0042493,ATG5
GO:0001974,ATG5
GO:0006914,ATG5
GO:0043066,ATG5
GO:0006915,ATG5
GO:0045087,ATG5
GO:0005737,ATG5
GO:0005515,ATG5
GO:0003677,TIGD3
GO:0003676,TIGD3
GO:0005634,TIGD3
,NAA25
GO:0016021,TMEM182
GO:0033133,PFKFB2
GO:0032024,PFKFB2
GO:0009749,PFKFB2
GO:0006090,PFKFB2
GO:0006007,PFKFB2
GO:0006003,PFKFB2
GO:0006000,PFKFB2
GO:0004331,PFKFB2
GO:0003873,PFKFB2
GO:0006089,PFKFB2
GO:0006006,PFKFB2
GO:0006096,PFKFB2
GO:0005975,PFKFB2
GO:0019901,PFKFB2
GO:0044281,PFKFB2
GO:0005829,PFKFB2
GO:0019900,PFKFB2
GO:0005737,PFKFB2
GO:0005524,PFKFB2
GO:0005515,PFKFB2
GO:0016773,PI4K2B
GO:0016301,PI4K2B
GO:0005737,PI4K2B
GO:0006334,HIST1H2BM
GO:0000786,HIST1H2BM
GO:0043565,HIST1H2BM
GO:0046982,HIST1H2BM
GO:0005622,HIST1H2BM
GO:0003677,HIST1H2BM
GO:0005634,HIST1H2BM
,TBC1D10A
GO:0016021,MS4A18
GO:0034720,KDM5D
GO:0032453,KDM5D
GO:0016706,KDM5D
GO:0007283,KDM5D
GO:0055114,KDM5D
GO:0005622,KDM5D
GO:0003677,KDM5D
GO:0008270,KDM5D
GO:0005515,KDM5D
GO:0005575,KDM5D
GO:0005634,KDM5D
GO:0030618,SMAD9
GO:0045597,SMAD9
GO:0001880,SMAD9
GO:0030901,SMAD9
GO:0001657,SMAD9
GO:0030509,SMAD9
GO:0051216,SMAD9
GO:0071407,SMAD9
GO:0030902,SMAD9
GO:0007179,SMAD9
GO:0006468,SMAD9
GO:0005654,SMAD9
GO:0001666,SMAD9
GO:0006355,SMAD9
GO:0060348,SMAD9
GO:0005622,SMAD9
GO:0003677,SMAD9
GO:0005829,SMAD9
GO:0046872,SMAD9
GO:0045893,SMAD9
GO:0006351,SMAD9
GO:0005667,SMAD9
GO:0005515,SMAD9
GO:0003700,SMAD9
GO:0005634,SMAD9
GO:0050031,PIPOX
GO:0033514,PIPOX
GO:0008115,PIPOX
GO:0046653,PIPOX
GO:0005102,PIPOX
GO:0005777,PIPOX
GO:0055114,PIPOX
GO:0016491,PIPOX
GO:0005083,RHPN1
GO:0007165,RHPN1
GO:0005515,RHPN1
,NARS
,GLI3
GO:0016192,ARL17B
GO:0005794,ARL17B
GO:0015031,ARL17B
GO:0005622,ARL17B
GO:0005525,ARL17B
GO:0007264,ARL17B
GO:0000184,SMG9
GO:0042802,SMG9
GO:0016071,SMG9
GO:0016070,SMG9
GO:0010467,SMG9
GO:0005622,SMG9
GO:0005829,SMG9
GO:0005515,SMG9
,EPHB6
GO:0005515,ZBTB25
GO:0070125,GFM1
GO:0006184,GFM1
GO:0006414,GFM1
GO:0003746,GFM1
GO:0003924,GFM1
GO:0005622,GFM1
GO:0005525,GFM1
GO:0005739,GFM1
GO:0005515,GFM1
GO:0046872,ZBTB25
GO:0005737,SMAD9
GO:0045653,HIST1H4J
GO:0006325,HIST1H4J
GO:0034080,HIST1H4J
GO:0000723,HIST1H4J
GO:0015629,HIST1H4J
GO:0005654,HIST1H4J
GO:0006334,HIST1H4J
GO:0000786,HIST1H4J
GO:0048015,HIST1H4J
GO:0006352,HIST1H4J
GO:0046982,HIST1H4J
GO:0005730,HIST1H4J
GO:0003677,HIST1H4J
GO:0005576,HIST1H4J
GO:0005515,HIST1H4J
GO:0005634,HIST1H4J
GO:0006644,PI4K2B
GO:0006661,PI4K2B
GO:0004430,PI4K2B
GO:0044281,PI4K2B
GO:0005829,PI4K2B
GO:0016020,PI4K2B
GO:0005524,PI4K2B
,ARL17B
GO:0010467,ZBTB25
GO:0003677,ZBTB25
GO:0005737,ZBTB25
GO:0006351,ZBTB25
GO:0003700,ZBTB25
GO:0005634,ZBTB25
GO:0080164,VIMP
GO:0030970,VIMP
GO:0002865,VIMP
GO:2000110,VIMP
GO:0051775,VIMP
GO:0051771,VIMP
GO:0046325,VIMP
GO:0034362,VIMP
GO:1902236,VIMP
GO:0034361,VIMP
GO:0006983,VIMP
GO:0045184,VIMP
GO:0032715,VIMP
GO:0034599,VIMP
GO:0030968,VIMP
GO:0045719,VIMP
GO:0006111,VIMP
GO:0030433,VIMP
GO:0032720,VIMP
GO:0032869,VIMP
GO:0009749,VIMP
GO:0045454,VIMP
GO:0008430,VIMP
GO:0071222,VIMP
GO:0050728,VIMP
GO:0006886,VIMP
GO:0016209,VIMP
GO:0004872,VIMP
GO:0005881,VIMP
GO:0019899,VIMP
GO:0030176,VIMP
GO:0005783,VIMP
GO:0005515,VIMP
GO:0005886,VIMP
GO:0035108,EVX2
GO:0043565,EVX2
GO:0006355,EVX2
GO:0003677,EVX2
GO:0003700,EVX2
GO:0008150,EVX2
GO:0005634,EVX2
GO:0050774,CIT
GO:0005773,CIT
GO:0007091,CIT
GO:0048699,CIT
GO:0016772,CIT
GO:0005083,CIT
GO:0000070,CIT
GO:0017124,CIT
GO:0016358,CIT
GO:0015629,CIT
GO:0004713,CIT
GO:0006468,CIT
GO:0001726,CIT
GO:0007165,CIT
GO:0000910,CIT
GO:0035556,CIT
GO:0004672,CIT
GO:0007283,CIT
GO:0004674,CIT
GO:0007067,CIT
GO:0046872,CIT
GO:0005524,CIT
GO:0005515,CIT
GO:0005737,CIT
GO:0007030,CIT
GO:0043025,CIT
GO:0031985,CIT
GO:0008064,CIT
GO:0005886,CIT
GO:0017048,CIT
GO:0000086,CIT
GO:0015995,MCM7
GO:0015979,MCM7
GO:0016851,MCM7
GO:0017111,MCM7
GO:0016887,MCM7
GO:0000166,MCM7
GO:0071310,MCM7
,SMG9
GO:0019083,RPL4
GO:0006415,RPL4
GO:0000184,RPL4
GO:0006413,RPL4
GO:0019058,RPL4
GO:0006414,RPL4
GO:0006614,RPL4
GO:0044267,RPL4
GO:0022625,RPL4
GO:0030529,RPL4
GO:0016071,RPL4
GO:0016070,RPL4
GO:0010467,RPL4
GO:0016032,RPL4
GO:0005840,RPL4
GO:0006412,RPL4
GO:0003735,RPL4
GO:0005730,RPL4
GO:0005829,RPL4
GO:0005737,RPL4
GO:0005515,RPL4
GO:0005634,RPL4
GO:0003723,RPL4
GO:0016021,PLXND1
GO:0045653,HIST1H4K
GO:0006325,HIST1H4K
GO:0034080,HIST1H4K
GO:0000723,HIST1H4K
GO:0015629,HIST1H4K
GO:0005654,HIST1H4K
GO:0006334,HIST1H4K
GO:0000786,HIST1H4K
GO:0048015,HIST1H4K
GO:0006352,HIST1H4K
GO:0046982,HIST1H4K
GO:0005730,HIST1H4K
GO:0003677,HIST1H4K
GO:0005576,HIST1H4K
GO:0005515,HIST1H4K
GO:0005634,HIST1H4K
,MCM7
,ATG5
GO:0046983,MEF2B
GO:0006355,MEF2B
GO:0003677,MEF2B
GO:0006351,MEF2B
GO:0005634,MEF2B
GO:0005515,SETD5
,C11orf80
GO:0086069,DSC2
GO:0086005,DSC2
GO:0030057,DSC2
GO:0005913,DSC2
GO:0086091,DSC2
GO:0007155,DSC2
GO:0007156,DSC2
GO:0016020,DSC2
GO:0005509,DSC2
GO:0005515,DSC2
GO:0005886,DSC2
GO:0016021,DSC2
GO:0004720,LOXL3
GO:0001837,LOXL3
GO:0016641,LOXL3
GO:0005507,LOXL3
GO:0045892,LOXL3
GO:0005044,LOXL3
GO:0055114,LOXL3
GO:0005615,LOXL3
GO:0016020,LOXL3
GO:0005576,LOXL3
GO:0005515,LOXL3
GO:0005634,LOXL3
GO:0016021,MS4A15
GO:0060708,ASCL2
GO:0010626,ASCL2
GO:0070888,ASCL2
GO:0060712,ASCL2
GO:0035019,ASCL2
GO:0007422,ASCL2
GO:0046983,ASCL2
GO:0007417,ASCL2
GO:0001666,ASCL2
GO:0043565,ASCL2
GO:0006355,ASCL2
GO:0005737,ASCL2
GO:0006351,ASCL2
GO:0003700,ASCL2
GO:0001890,ASCL2
GO:0000122,ASCL2
GO:0005634,ASCL2
GO:0001701,ASCL2
GO:0030154,ASCL2
GO:0006357,ASCL2
GO:0016021,HIGD1A
GO:0038084,NRP1
GO:0035767,NRP1
GO:0005021,NRP1
GO:0048010,NRP1
GO:0019838,NRP1
GO:0009887,NRP1
GO:0017154,NRP1
GO:0007155,NRP1
